,season_x,player,age,team_id,pos,g,gs,mp_per_g,fga_per_g,fg_pct,fg3a_per_g,fg3_pct,fg2a_per_g,fg2_pct,efg_pct,fta_per_g,ft_pct,orb_per_g,drb_per_g,tr_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,season_y,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,mov,mov_adj,win_loss_pct
1434,2023,Patrick Baldwin Jr.,20,GSW,SF,31,0,7.3,3.5,.394,2.7,.381,0.8,.440,.541,0.2,.667,0.0,1.3,1.3,0.4,0.2,0.1,0.4,0.5,3.9,2023,226,11.3,.546,.771,.055,0.5,18.6,9.7,6.9,1.3,1.6,9.0,22.8,-0.1,0.3,0.1,.029,-0.7,-1.4,-2.1,0.0,1.8,1.6500000000000001,0.5365853658536586
1438,2024,Usman Garuba,21,GSW,PF,6,0,3.0,1.0,.167,0.2,.000,0.8,.200,.167,0.3,.500,0.5,0.7,1.2,0.2,0.2,0.5,0.3,0.3,0.5,2023,970,12.9,.569,.333,.266,13.4,21.4,17.4,8.8,2.2,2.9,19.2,10.5,0.9,0.9,1.8,.091,-2.0,0.6,-1.4,0.2,1.8,1.6500000000000001,0.5365853658536586
1442,2023,Lester Quiñones,22,GSW,SG,4,0,4.5,1.3,.400,1.0,.500,0.3,.000,.600,1.5,.667,0.3,0.5,0.8,0.5,0.3,0.0,1.3,0.0,2.5,2023,18,8.6,.654,.800,1.200,6.2,12.0,9.2,14.2,2.6,0.0,39.6,29.4,-0.1,0.0,0.0,-0.103,-6.4,-3.7,-10.2,0.0,1.8,1.6500000000000001,0.5365853658536586
1450,2023,Andre Iguodala,39,GSW,PF,8,0,14.1,1.9,.467,1.1,.111,0.8,1.000,.500,0.4,.667,0.4,1.8,2.1,2.4,0.5,0.4,1.1,1.4,2.1,2023,113,7.3,.521,.600,.200,3.0,13.4,8.3,20.3,1.7,2.3,35.5,9.4,0.0,0.1,0.1,.044,-4.3,1.7,-2.5,0.0,1.8,1.6500000000000001,0.5365853658536586
1460,2024,Brandin Podziemski,20,GSW,SG,74,28,26.6,8.1,.454,3.2,.385,4.9,.499,.529,1.1,.633,1.6,4.2,5.8,3.7,0.8,0.2,1.2,1.6,9.2,2024,1968,13.0,.540,.392,.132,6.6,16.7,11.7,18.1,1.5,0.6,12.2,15.4,2.1,2.0,4.1,.100,-0.5,0.4,-0.1,0.9,1.8,1.6500000000000001,0.5365853658536586
1462,2024,Trayce Jackson-Davis,23,GSW,PF,68,16,16.6,4.9,.702,0.0,.000,4.9,.704,.702,1.9,.561,2.0,3.0,5.0,1.2,0.4,1.1,0.7,1.6,7.9,2024,1130,21.6,.692,.003,.398,13.1,19.4,16.3,10.4,1.2,6.1,11.2,16.4,3.2,1.6,4.8,.205,1.5,1.2,2.8,1.4,1.8,1.6500000000000001,0.5365853658536586
1464,2024,Gui Santos,21,GSW,PF,23,0,8.3,2.4,.509,1.2,.370,1.2,.643,.600,0.7,.941,0.7,1.4,2.1,0.6,0.2,0.1,0.3,1.0,3.6,2024,192,15.6,.656,.491,.309,9.7,17.7,13.8,9.6,1.0,0.9,10.1,15.2,0.5,0.2,0.7,.169,0.0,-0.5,-0.5,0.1,1.8,1.6500000000000001,0.5365853658536586
1466,2024,Jerome Robinson,26,GSW,SG,22,0,3.7,1.5,.333,0.8,.118,0.7,.563,.364,0.5,.636,0.0,0.2,0.3,0.2,0.0,0.1,0.1,0.2,1.4,2024,81,5.7,.410,.515,.333,1.4,6.6,4.0,8.0,0.6,3.3,5.0,20.7,-0.1,0.1,-0.1,-0.040,-6.1,-2.2,-8.3,-0.1,1.8,1.6500000000000001,0.5365853658536586
1468,2024,Pat Spencer,27,GSW,PG,6,0,4.3,0.7,.500,0.3,.000,0.3,1.000,.500,0.0,,0.3,0.3,0.7,0.8,0.0,0.0,0.2,0.2,0.7,2024,26,9.4,.500,.500,.000,8.4,8.2,8.3,23.3,0.0,0.0,20.0,8.1,0.0,0.0,0.0,.084,-3.4,-3.1,-6.4,0.0,1.8,1.6500000000000001,0.5365853658536586
1470,2023,LeBron James,38,LAL,PF,55,54,35.5,22.2,.500,6.9,.321,15.3,.580,.549,5.9,.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,2023,1954,23.9,.583,.309,.268,3.7,20.8,12.5,33.5,1.2,1.4,11.6,33.3,3.2,2.4,5.6,.138,5.5,0.6,6.1,4.0,0.57,0.41999999999999993,0.524390243902439
1478,2023,Anthony Davis,29,LAL,C,56,54,34.0,17.2,.563,1.3,.257,15.9,.589,.573,7.9,.784,3.5,9.1,12.5,2.6,1.1,2.0,2.2,2.6,25.9,2023,1904,27.8,.627,.077,.462,11.3,27.6,19.7,13.0,1.5,5.1,9.5,28.4,5.5,3.4,9.0,.226,4.6,1.7,6.3,4.0,0.57,0.41999999999999993,0.524390243902439
1486,2023,D'Angelo Russell,26,LAL,PG,17,17,30.9,13.0,.484,6.5,.414,6.5,.555,.588,2.9,.735,0.4,2.5,2.9,6.1,0.6,0.5,2.3,1.4,17.4,2023,2304,16.3,.605,.517,.228,1.7,8.5,5.2,27.4,1.4,1.1,15.1,22.7,3.1,1.9,5.1,.106,2.1,-0.7,1.5,2.0,0.57,0.41999999999999993,0.524390243902439
1518,2023,Russell Westbrook,34,LAL,PG,52,3,28.7,14.0,.417,4.1,.296,9.9,.467,.460,4.6,.655,1.1,5.0,6.2,7.5,1.0,0.4,3.5,2.3,15.9,2023,2126,16.1,.513,.289,.317,4.7,16.5,10.8,38.6,1.7,1.3,18.4,27.7,-0.6,2.6,1.9,.044,0.3,-0.1,0.2,1.2,0.57,0.41999999999999993,0.524390243902439
1534,2023,Austin Reaves,24,LAL,SG,64,22,28.8,7.7,.529,3.4,.398,4.3,.631,.616,4.1,.864,0.5,2.5,3.0,3.4,0.5,0.3,1.5,1.7,13.0,2023,1843,14.9,.687,.441,.541,2.0,9.0,5.6,15.7,0.8,0.9,14.0,16.2,4.1,1.4,5.4,.142,0.6,0.1,0.7,1.2,0.57,0.41999999999999993,0.524390243902439
1550,2023,Dennis Schröder,29,LAL,PG,66,50,30.1,9.8,.415,3.4,.329,6.4,.461,.472,3.8,.857,0.3,2.2,2.5,4.5,0.8,0.2,1.7,2.2,12.6,2023,1986,11.5,.545,.346,.388,1.2,7.5,4.4,20.1,1.2,0.4,12.8,18.6,1.3,1.5,2.8,.068,-2.4,-0.5,-2.9,-0.4,0.57,0.41999999999999993,0.524390243902439
1558,2023,Lonnie Walker IV,24,LAL,SG,56,32,23.2,9.4,.448,4.4,.365,5.0,.522,.534,1.9,.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7,2023,1297,12.2,.570,.472,.201,1.2,7.6,4.5,7.0,1.1,1.1,7.4,20.2,0.8,1.0,1.8,.066,-0.9,-0.5,-1.4,0.2,0.57,0.41999999999999993,0.524390243902439
1562,2023,Rui Hachimura,24,LAL,PF,33,9,22.4,7.9,.485,2.2,.296,5.7,.556,.525,1.8,.721,1.0,3.7,4.7,0.7,0.2,0.4,0.5,1.0,9.6,2023,1466,13.2,.556,.274,.204,4.1,16.5,10.5,5.8,0.6,1.5,7.7,20.2,0.6,1.3,1.8,.060,-1.3,-1.0,-2.2,-0.1,0.57,0.41999999999999993,0.524390243902439
1578,2023,Thomas Bryant,25,LAL,C,41,25,21.4,7.3,.654,1.2,.440,6.1,.697,.691,2.6,.741,1.6,5.2,6.8,0.7,0.3,0.6,0.7,1.9,12.1,2023,1081,19.7,.682,.160,.341,8.9,24.6,17.0,4.3,0.7,2.4,8.2,18.2,2.7,1.4,4.1,.183,1.1,-0.5,0.6,0.7,0.57,0.41999999999999993,0.524390243902439
1594,2024,Gabe Vincent,27,LAL,PG,11,0,19.8,4.5,.306,2.5,.107,1.9,.571,.337,0.2,.500,0.4,0.5,0.8,1.9,0.8,0.0,0.5,1.7,3.1,2023,1759,9.0,.533,.617,.138,1.7,8.1,4.8,13.9,1.8,0.3,13.3,17.5,-0.3,1.7,1.4,.038,-3.1,-0.3,-3.4,-0.6,0.57,0.41999999999999993,0.524390243902439
1598,2024,Taurean Prince,29,LAL,PF,78,49,27.0,7.3,.442,4.6,.396,2.8,.519,.566,0.9,.735,0.3,2.7,2.9,1.5,0.7,0.4,0.9,1.9,8.9,2023,1192,10.0,.597,.512,.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,0.3,1.0,1.3,.052,-2.6,-0.6,-3.3,-0.4,0.57,0.41999999999999993,0.524390243902439
1602,2023,Jarred Vanderbilt,23,LAL,PF,26,24,24.0,5.4,.529,1.3,.303,4.1,.598,.564,1.4,.784,1.9,4.8,6.7,1.6,1.2,0.2,1.1,2.2,7.2,2023,1879,15.1,.604,.200,.308,10.0,23.2,16.7,13.1,2.1,0.9,15.9,13.6,2.7,2.5,5.2,.132,-0.6,1.6,1.1,1.5,0.57,0.41999999999999993,0.524390243902439
1618,2023,Kendrick Nunn,27,LAL,SG,39,2,13.5,6.4,.406,3.2,.325,3.2,.488,.488,0.5,.810,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7,2023,964,11.1,.530,.496,.091,1.8,10.3,6.2,13.8,1.4,0.6,12.4,23.7,-0.6,0.8,0.2,.008,-2.0,-1.5,-3.5,-0.4,0.57,0.41999999999999993,0.524390243902439
1624,2023,Troy Brown Jr.,23,LAL,SF,76,45,24.5,6.1,.430,3.7,.381,2.4,.505,.545,0.5,.872,0.8,3.2,4.1,1.3,0.8,0.2,0.6,1.6,7.1,2023,1860,9.6,.561,.604,.084,3.7,13.7,8.9,6.6,1.5,0.7,9.2,12.1,1.0,2.0,2.9,.075,-1.8,0.8,-1.0,0.5,0.57,0.41999999999999993,0.524390243902439
1652,2023,Wenyen Gabriel,25,LAL,C,68,2,15.1,3.8,.596,0.5,.278,3.3,.647,.615,1.2,.619,1.7,2.5,4.2,0.5,0.4,0.5,0.7,2.1,5.5,2023,1024,14.4,.626,.138,.323,12.6,17.2,15.0,4.8,1.2,2.9,13.4,14.1,1.5,1.3,2.8,.132,-2.3,0.1,-2.2,-0.1,0.57,0.41999999999999993,0.524390243902439
1656,2024,Jaxson Hayes,23,LAL,C,70,5,12.5,2.5,.720,0.1,.000,2.4,.754,.720,1.2,.622,1.0,2.0,3.0,0.5,0.5,0.4,0.6,1.8,4.3,2023,610,13.7,.605,.186,.532,7.3,17.3,12.3,7.7,1.6,3.0,13.9,15.7,0.6,0.9,1.5,.118,-2.2,1.0,-1.2,0.1,0.57,0.41999999999999993,0.524390243902439
1660,2023,Matt Ryan,25,LAL,SF,12,0,10.8,4.1,.306,2.9,.371,1.2,.143,.439,0.4,.800,0.2,1.0,1.2,0.3,0.2,0.0,0.3,1.2,3.9,2023,310,8.1,.538,.778,.111,1.4,7.6,4.6,6.9,0.8,0.3,5.8,16.5,0.1,0.2,0.3,.044,-1.9,-1.5,-3.4,-0.1,0.57,0.41999999999999993,0.524390243902439
1668,2023,Damian Jones,27,LAL,C,22,1,8.0,1.7,.541,0.1,.000,1.5,.588,.541,0.9,.750,0.8,1.7,2.5,0.2,0.1,0.5,0.4,0.8,2.5,2023,477,12.9,.719,.198,.337,9.7,17.7,13.8,4.1,0.8,3.7,18.9,10.7,0.7,0.5,1.2,.119,-2.0,0.3,-1.7,0.0,0.57,0.41999999999999993,0.524390243902439
1676,2023,Max Christie,19,LAL,SG,41,3,12.5,2.6,.415,1.5,.419,1.1,.409,.538,0.4,.875,0.2,1.7,1.8,0.5,0.2,0.2,0.3,0.8,3.1,2023,512,7.4,.566,.585,.151,1.5,13.8,7.8,5.1,0.8,1.2,10.3,10.4,0.1,0.5,0.6,.058,-3.2,0.0,-3.1,-0.1,0.57,0.41999999999999993,0.524390243902439
1684,2023,Juan Toscano-Anderson,29,LAL,SF,30,7,12.2,2.2,.500,0.7,.200,1.5,.630,.530,0.5,.733,0.5,1.6,2.0,0.8,0.3,0.2,0.6,1.5,2.7,2023,700,7.2,.505,.301,.168,4.4,14.4,9.5,11.8,1.1,1.2,18.1,11.3,-0.1,0.6,0.5,.038,-4.6,0.8,-3.8,-0.3,0.57,0.41999999999999993,0.524390243902439
1692,2023,Scotty Pippen Jr.,22,LAL,PG,6,0,5.3,2.0,.333,0.5,.333,1.5,.333,.375,1.5,.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3,2023,32,9.6,.439,.250,.750,6.9,6.5,6.7,8.2,3.0,2.6,11.1,23.7,-0.1,0.0,0.0,-0.017,-5.1,-0.8,-5.9,0.0,0.57,0.41999999999999993,0.524390243902439
1696,2023,Davon Reed,27,LAL,SG,8,0,3.4,0.5,.750,0.3,.500,0.3,1.000,.875,0.5,.250,0.1,0.4,0.5,0.5,0.3,0.0,0.0,0.4,1.0,2023,342,6.2,.471,.548,.286,3.4,16.0,9.9,8.2,2.1,1.0,17.5,14.5,-0.4,0.4,0.1,.008,-5.4,0.0,-5.3,-0.3,0.57,0.41999999999999993,0.524390243902439
1702,2024,Dylan Windler,27,LAL,SF,8,0,3.5,1.1,.444,1.0,.500,0.1,.000,.667,0.0,,0.0,0.4,0.4,0.8,0.0,0.0,0.0,0.3,1.5,2023,10,19.0,.833,.667,.000,0.0,0.0,0.0,15.2,5.0,0.0,25.0,17.9,0.0,0.0,0.0,.149,3.2,3.5,6.7,0.0,0.57,0.41999999999999993,0.524390243902439
1712,2023,Cole Swider,23,LAL,SF,7,0,5.9,1.3,.333,1.1,.375,0.1,.000,.500,0.0,,0.1,0.9,1.0,0.6,0.0,0.0,0.0,0.4,1.3,2023,41,7.4,.500,.889,.000,2.7,15.2,9.1,12.0,0.0,0.0,0.0,9.3,0.0,0.0,0.1,.080,-2.9,-0.5,-3.4,0.0,0.57,0.41999999999999993,0.524390243902439
1716,2023,Sterling Brown,27,LAL,SF,4,0,6.0,1.0,.000,0.5,.000,0.5,.000,.000,0.0,,0.8,1.3,2.0,0.5,0.8,0.0,0.0,1.0,0.0,2023,24,7.0,.000,.500,.000,13.9,21.6,17.8,9.4,5.9,0.0,0.0,7.0,0.0,0.1,0.0,.040,-7.7,4.3,-3.3,0.0,0.57,0.41999999999999993,0.524390243902439
1724,2024,Harry Giles,25,LAL,C,7,0,2.7,0.9,.167,0.4,.000,0.4,.333,.167,0.0,,0.0,0.6,0.6,0.0,0.1,0.0,0.0,0.0,0.3,2024,100,14.8,.503,.280,.260,12.8,20.0,16.4,10.5,1.0,2.7,9.7,26.7,0.0,0.1,0.1,.027,-2.7,-2.0,-4.8,-0.1,0.57,0.41999999999999993,0.524390243902439
1730,2024,D'Moi Hodge,25,LAL,SG,7,0,5.9,2.1,.333,1.7,.250,0.4,.667,.433,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0,2024,41,6.1,.441,.800,.133,0.0,0.0,0.0,15.6,1.2,2.1,5.9,17.8,0.0,0.0,0.0,-0.019,-3.7,-2.6,-6.3,0.0,0.57,0.41999999999999993,0.524390243902439
1732,2024,Jalen Hood-Schifino,20,LAL,SG,21,0,5.2,2.1,.222,0.7,.133,1.4,.267,.244,1.0,.600,0.1,0.5,0.6,0.4,0.1,0.1,0.4,0.6,1.6,2024,109,-1.5,.316,.333,.444,2.1,10.7,6.6,9.1,1.3,1.6,14.3,24.9,-0.6,0.1,-0.5,-0.222,-12.4,-3.7,-16.1,-0.4,0.57,0.41999999999999993,0.524390243902439
1734,2024,Colin Castleton,23,LAL,C,16,0,3.7,1.0,.563,0.0,,1.0,.563,.563,0.4,1.000,0.4,0.4,0.8,0.2,0.1,0.0,0.2,0.7,1.5,2024,59,13.0,.644,.000,.375,11.9,10.8,11.3,6.8,1.6,0.0,13.9,15.8,0.1,0.0,0.2,.128,-3.9,-1.4,-5.2,0.0,0.57,0.41999999999999993,0.524390243902439
1736,2024,Maxwell Lewis,21,LAL,SF,34,0,3.0,0.6,.190,0.3,.111,0.4,.250,.214,0.1,.667,0.1,0.1,0.1,0.2,0.1,0.0,0.3,0.1,0.3,2024,103,-3.9,.246,.429,.143,2.3,2.1,2.2,6.8,0.9,0.8,30.9,13.6,-0.5,0.0,-0.4,-0.195,-10.3,-3.2,-13.5,-0.3,0.57,0.41999999999999993,0.524390243902439
1738,2023,Donovan Mitchell,26,CLE,SG,68,68,35.8,20.6,.484,9.3,.386,11.3,.566,.572,5.4,.867,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,2023,2432,22.9,.614,.453,.262,3.1,10.9,7.0,21.4,2.0,1.0,10.3,32.1,5.4,3.5,8.9,.176,5.6,0.6,6.3,5.0,5.38,5.2299999999999995,0.6219512195121951
1746,2023,Darius Garland,23,CLE,PG,69,69,35.5,16.4,.462,6.0,.410,10.4,.492,.537,4.7,.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1,21.6,2023,2447,18.8,.587,.365,.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,4.5,3.0,7.6,.148,3.2,-0.7,2.4,2.7,5.38,5.2299999999999995,0.6219512195121951
1754,2023,Evan Mobley,21,CLE,PF,79,79,34.4,12.0,.554,1.3,.216,10.7,.595,.566,3.8,.674,2.4,6.6,9.0,2.8,0.8,1.5,1.8,2.8,16.2,2023,2715,17.9,.591,.108,.321,8.1,22.7,15.4,12.4,1.1,4.0,11.9,20.2,3.7,4.8,8.5,.151,0.0,1.6,1.7,2.5,5.38,5.2299999999999995,0.6219512195121951
1762,2023,Jarrett Allen,24,CLE,C,68,68,32.6,9.2,.644,0.1,.100,9.1,.653,.645,3.3,.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3,2023,2220,19.9,.670,.016,.353,11.7,23.6,17.7,7.5,1.2,3.5,11.4,16.4,5.5,4.0,9.5,.205,1.3,1.0,2.4,2.4,5.38,5.2299999999999995,0.6219512195121951
1770,2023,Caris LeVert,28,CLE,SG,74,30,30.2,10.0,.431,4.4,.392,5.6,.462,.517,2.4,.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,2.3,12.1,2023,2237,12.4,.546,.437,.243,2.8,12.1,7.4,18.0,1.6,1.0,12.4,18.7,1.4,3.1,4.4,.095,-1.0,0.8,-0.2,1.0,5.38,5.2299999999999995,0.6219512195121951
1778,2024,Max Strus,27,CLE,SF,70,70,32.0,10.4,.418,6.8,.351,3.6,.546,.533,1.4,.794,0.9,3.9,4.8,4.0,0.9,0.4,1.6,2.4,12.2,2023,2272,10.8,.557,.713,.113,2.4,11.2,6.7,11.2,0.9,0.5,7.8,17.6,1.5,1.9,3.4,.071,-0.8,-0.9,-1.7,0.2,5.38,5.2299999999999995,0.6219512195121951
1790,2023,Cedi Osman,27,CLE,SF,77,2,20.1,6.9,.451,4.1,.372,2.8,.564,.560,1.4,.694,0.3,2.0,2.3,1.5,0.5,0.1,0.7,1.6,8.7,2023,1548,12.0,.579,.589,.204,1.9,11.5,6.7,10.6,1.1,0.7,8.3,18.2,1.4,1.9,3.3,.103,-0.8,0.2,-0.7,0.5,5.38,5.2299999999999995,0.6219512195121951
1794,2023,Kevin Love,34,CLE,PF,41,3,20.0,7.0,.389,4.8,.354,2.2,.467,.511,1.5,.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5,2023,1240,13.1,.548,.698,.215,5.5,32.6,18.9,13.2,0.6,0.9,13.1,19.2,0.6,2.0,2.6,.099,0.2,0.4,0.6,0.8,5.38,5.2299999999999995,0.6219512195121951
1810,2023,Isaac Okoro,22,CLE,SF,76,46,21.7,4.7,.494,2.3,.363,2.4,.617,.582,1.4,.757,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1,6.4,2023,1652,10.7,.614,.483,.291,3.7,9.6,6.7,7.0,1.7,1.7,9.5,11.9,1.9,2.3,4.2,.122,-1.9,1.6,-0.3,0.7,5.38,5.2299999999999995,0.6219512195121951
1834,2023,Ricky Rubio,32,CLE,PG,33,2,17.2,5.4,.343,2.5,.256,2.9,.417,.402,1.1,.800,0.3,1.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2,2023,566,10.4,.442,.461,.197,1.9,12.7,7.3,27.1,2.3,1.0,13.8,17.7,-0.2,0.9,0.7,.062,-3.8,1.1,-2.8,-0.1,5.38,5.2299999999999995,0.6219512195121951
1836,2023,Sam Merrill,26,CLE,SG,5,0,11.8,4.4,.409,3.6,.278,0.8,1.000,.523,0.4,1.000,0.0,1.8,1.8,1.0,0.8,0.0,0.0,0.6,5.0,2023,59,15.5,.546,.818,.091,0.0,18.0,9.0,12.0,3.4,0.0,0.0,17.3,0.1,0.1,0.2,.160,-1.2,2.5,1.2,0.0,5.38,5.2299999999999995,0.6219512195121951
1844,2023,Dean Wade,26,CLE,PF,44,13,20.3,4.0,.412,2.9,.354,1.1,.560,.540,0.5,.652,0.5,3.0,3.4,0.8,0.6,0.5,0.4,2.0,4.7,2023,891,8.5,.550,.718,.130,2.6,17.2,9.9,5.4,1.6,2.2,8.3,10.2,0.4,1.4,1.8,.097,-2.9,2.1,-0.7,0.3,5.38,5.2299999999999995,0.6219512195121951
1860,2023,Raul Neto,30,CLE,PG,48,1,10.5,2.3,.518,0.9,.286,1.4,.662,.573,0.7,.912,0.2,0.8,1.0,1.6,0.4,0.1,0.5,1.0,3.3,2023,505,12.6,.628,.382,.309,2.3,8.4,5.4,21.0,1.7,0.7,16.1,13.2,0.8,0.6,1.5,.142,-1.7,1.5,-0.2,0.2,5.38,5.2299999999999995,0.6219512195121951
1866,2023,Mamadi Diakite,26,CLE,C,22,2,8.0,2.3,.480,1.0,.333,1.3,.586,.550,0.1,1.000,0.4,1.0,1.4,0.4,0.2,0.4,0.5,1.2,2.6,2023,176,9.0,.560,.420,.040,5.4,14.7,10.0,6.3,1.1,4.7,19.1,16.0,-0.1,0.3,0.2,.051,-4.9,1.6,-3.4,-0.1,5.38,5.2299999999999995,0.6219512195121951
1874,2023,Isaiah Mobley,23,CLE,PF,13,0,6.5,2.2,.429,0.6,.375,1.5,.450,.482,0.3,1.000,0.3,1.2,1.5,0.2,0.3,0.2,0.1,0.6,2.4,2023,84,14.1,.521,.286,.143,5.6,22.4,14.0,5.0,2.4,3.3,3.3,16.4,0.1,0.2,0.2,.135,-2.5,1.1,-1.4,0.0,5.38,5.2299999999999995,0.6219512195121951
1892,2024,Craig Porter Jr.,23,CLE,PG,51,6,12.7,4.5,.509,0.7,.353,3.8,.536,.535,1.1,.732,0.4,1.7,2.1,2.3,0.4,0.3,0.9,0.8,5.6,2024,649,15.4,.564,.149,.246,3.7,15.1,9.4,26.5,1.6,2.1,15.1,20.2,0.6,0.9,1.5,.108,-0.6,1.1,0.5,0.4,5.38,5.2299999999999995,0.6219512195121951
1894,2024,Tristan Thompson,32,CLE,C,49,0,11.2,2.4,.608,0.0,.000,2.4,.613,.608,1.1,.288,1.5,2.1,3.6,1.0,0.2,0.3,0.6,1.2,3.3,2024,549,13.9,.563,.008,.433,15.1,20.4,17.8,12.7,1.1,2.3,16.9,13.8,0.6,0.8,1.4,.119,-2.1,0.6,-1.4,0.1,5.38,5.2299999999999995,0.6219512195121951
1896,2024,Emoni Bates,20,CLE,SF,15,0,8.9,3.3,.306,2.2,.303,1.1,.313,.408,0.3,.250,0.1,0.9,0.9,0.7,0.1,0.1,0.5,0.3,2.7,2024,133,2.6,.404,.673,.082,0.9,10.9,5.9,10.0,0.4,1.4,13.6,19.5,-0.4,0.1,-0.3,-0.092,-6.2,-3.0,-9.2,-0.2,5.38,5.2299999999999995,0.6219512195121951
1898,2024,Pete Nance,23,CLE,PF,8,0,3.4,0.8,.167,0.1,1.000,0.6,.000,.250,0.3,.000,0.0,0.4,0.4,0.0,0.1,0.0,0.1,0.3,0.4,2024,27,-3.9,.218,.167,.333,0.0,12.3,6.2,0.0,1.8,0.0,12.7,12.9,-0.1,0.0,-0.1,-0.154,-11.9,-3.2,-15.2,-0.1,5.38,5.2299999999999995,0.6219512195121951
1900,2023,Ja Morant,23,MEM,PG,61,59,31.9,19.9,.466,4.9,.307,15.0,.519,.504,8.1,.748,1.0,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,2023,1948,23.3,.557,.247,.409,3.3,16.1,9.7,41.1,1.6,0.7,12.6,34.9,3.4,2.6,6.0,.148,5.2,0.5,5.7,3.8,3.94,3.6,0.6219512195121951
1908,2023,Desmond Bane,24,MEM,SG,58,58,31.7,16.2,.479,7.0,.408,9.2,.534,.568,3.5,.883,0.7,4.3,5.0,4.4,1.0,0.4,2.2,2.6,21.5,2023,1841,19.1,.606,.433,.218,2.5,14.3,8.4,20.8,1.4,1.1,10.9,26.1,3.5,2.3,5.8,.151,3.3,0.1,3.5,2.5,3.94,3.6,0.6219512195121951
1916,2023,Jaren Jackson Jr.,23,MEM,C,63,63,28.4,13.0,.506,4.5,.355,8.6,.585,.567,4.9,.788,1.7,5.0,6.8,1.0,1.0,3.0,1.7,3.6,18.6,2023,1787,21.6,.613,.343,.372,6.4,18.8,12.6,5.0,1.7,9.6,10.1,24.7,2.8,3.8,6.6,.177,0.7,2.0,2.8,2.2,3.94,3.6,0.6219512195121951
1924,2023,Dillon Brooks,27,MEM,SF,73,73,30.3,13.6,.396,6.0,.326,7.6,.451,.468,2.1,.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.3,2023,2214,9.4,.494,.443,.155,2.2,9.5,5.8,11.7,1.4,0.7,8.9,21.8,-0.8,2.4,1.6,.034,-3.4,-0.5,-3.9,-1.1,3.94,3.6,0.6219512195121951
1932,2024,Jaylen Nowell,24,MEM,SG,9,1,17.3,6.1,.400,2.6,.174,3.6,.563,.436,0.3,1.000,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7,2023,1252,13.7,.527,.371,.158,3.3,11.7,7.6,15.9,1.6,0.3,8.9,25.0,0.0,1.2,1.2,.046,-1.5,-1.0,-2.5,-0.2,3.94,3.6,0.6219512195121951
1940,2023,Tyus Jones,26,MEM,PG,80,22,24.3,8.9,.438,4.1,.371,4.8,.495,.523,1.3,.800,0.4,2.2,2.5,5.2,1.0,0.1,0.9,0.4,10.3,2023,1940,16.0,.546,.459,.141,1.5,9.4,5.5,28.8,2.0,0.3,8.9,17.7,3.4,2.3,5.7,.141,1.2,0.3,1.6,1.7,3.94,3.6,0.6219512195121951
1944,2023,Brandon Clarke,26,MEM,PF,56,8,19.5,6.2,.656,0.1,.167,6.1,.665,.658,2.4,.723,1.6,3.9,5.5,1.3,0.6,0.7,1.0,2.3,10.0,2023,1090,20.0,.682,.017,.393,9.0,21.2,15.1,9.5,1.5,3.1,11.8,17.7,2.7,1.8,4.5,.199,0.8,1.8,2.5,1.3,3.94,3.6,0.6219512195121951
1952,2023,Luke Kennard,26,MEM,SG,24,3,24.6,7.1,.526,5.7,.540,1.4,.471,.743,0.8,.947,0.4,2.8,3.1,2.3,0.5,0.0,0.7,1.5,11.3,2023,1315,13.0,.684,.704,.102,1.2,11.8,6.6,9.4,1.2,0.3,10.3,14.5,2.2,1.2,3.4,.124,0.6,-0.1,0.5,0.8,3.94,3.6,0.6219512195121951
1968,2023,Santi Aldama,22,MEM,PF,77,20,21.8,6.8,.470,3.5,.353,3.4,.591,.560,1.9,.750,1.1,3.7,4.8,1.3,0.6,0.6,0.8,1.9,9.0,2023,1682,13.9,.591,.507,.274,5.4,18.0,11.7,7.6,1.3,2.6,9.3,16.0,2.1,2.4,4.6,.130,-0.3,0.8,0.5,1.1,3.94,3.6,0.6219512195121951
